구분(지역),관리센터명,센터유형,연락처,주소,주소(세)
광주,광산누리지역아동센터,아동복지시설,062-945-1105,광주 광산구 소촌로46번길 3-2 (소촌동),광산누리지역아동센터
경남,도담지역아동센터,아동복지시설,055-741-6363,경남 진주시 향교로42번길 14-1 (수정동),.
경남,새풀잎어린이집,아동복지시설,055-286-1609,경남 창원시 성산구 신촌로134번길 43 (신촌동),.
경남,샘바위지역아동센터,아동복지시설,055-545-0689,경남 창원시 진해구 동진로 126 (덕산동),.
경남,(주)사천도우누리 돌봄통합재가센터,노인복지시설,055-834-4595,경남 사천시 용현면 대밭담로 5-15,.
경남,양산부산대학교병원,보건의료,055-360-4126,경남 양산시 물금읍 금오로 20,양산부산대학교병원
경남,소담한방요양원,노인복지시설,055-244-3023,경남 창원시 마산회원구 3.15대로 537 (회원동),.
경남,실로암요양원,노인복지시설,055-546-3217,경남 창원시 진해구 웅천동로 126 (남문동),4층
광주,참사랑그룹홈,아동복지시설,062-575-7246,광주 북구 양지길 12-4 (일곡동),참사랑그룹홈
광주,나눔주간보호센터,노인복지시설,062-225-2566,광주 동구 중흥로 230 (계림동),나눔주간보호센터
경기,사회복지법인 돕는사람들,사회복지분야 법인/단체,031-423-2704,경기 안양시 동안구 흥안대로427번길 38 (관양동),1106호
경기,시흥시남자단기청소년쉼터 ,청소년복지시설,031-314-9072,경기 시흥시 시흥대로1073번길 4-2 (신천동),시흥시남자단기청소년쉼터 
경기,노인요양원 희망,노인복지시설,031-889-6770,경기 용인시 수지구 현암로 157 (죽전동),6층
전남,구례군건강가정다문화가족지원센터,여성복지시설,061-781-8003,전남 구례군 구례읍 구례로 508,청소년문화의집 2층
전남,파란마음,아동복지시설,061-835-6318,전남 고흥군 영남면 해맞이로 1291-8,파란마음
충북,충주시다문화가족지원센터,기타,043-856-2253,충북 충주시 봉방9길 12 (봉방동),충주시다문화가족지원센터
부산,부산보건복지사회적협동조합,노인복지시설,051-363-8003,부산 북구 화명신도시로 8 (화명동),부산보건복지사회적협동조합
부산,해운대재활주간보호센터,노인복지시설,051-702-3323,부산 해운대구 양운로 98 (좌동),대하프라자
충남,자리끼요양원,노인복지시설,041-541-2270,충남 아산시 탕정면 삼성로 244-6, 자리끼요양원
경기,양주시장애인종합복지관,장애인복지시설,031-928-4094,경기 양주시 고삼로43번길 29 (삼숭동),양주시장애인종합복지관
경기,위례예사랑데이케어센터,노인복지시설,031-759-3045,경기 성남시 수정구 위례광장로 322 (창곡동),304~305호
광주,소화누리,정신요양시설,062-675-4024,광주 남구 용대로74번길 27 (봉선동),소화누리
광주,소화천사의집,장애인복지시설,062-675-4020,광주 남구 용대로74번길 25-1 (봉선동),소화천사의집
광주,소화아람일터,장애인복지시설,062-710-4030,광주 남구 용대로74번길 27 (봉선동),소화아람일터
광주,남구노인복지관노인복지센터,노인복지시설,062-366-0796,광주 남구 대남대로308번길 32 (월산동),노인복지센터
광주,천천공동생활가정,장애인복지시설,062-673-7782,광주 서구 화개2로20번길 32-8 (금호동),천천공동생활가정
경기,두온,기타,031-283-7940,경기 용인시 기흥구 상갈로23번길 2 (상갈동),204호
경기,누리요양원,노인복지시설,031-976-8806,경기 고양시 일산동구 성현로138번길 99-17 (성석동),누리요양원
울산,(사)한국교통장애인협회 울산광역시협회,기타,052-291-1215,"울산 중구 남외2길 10 (남외동, 삼환나우빌1단지)",505호
경기,요양원실버브릿지,노인복지시설,031-798-9111,경기 광주시 곤지암읍 경충대로 551,요양원실버브릿지
부산,온사랑직업재활센터,장애인복지시설,051-529-1678,부산 동래구 안연로 88 (안락동),온사랑직업재활센터
충남,늘푸른요양원,노인복지시설,041-858-7474,충남 공주시 금강공원길 37-10 (금성동), 늘푸른요양원
경기,보광노인요양원,노인복지시설,031-857-7488,경기 동두천시 평화로2812번길 186 (동두천동),보광노인요양원
제주,그루터기,장애인복지시설,064-759-2254,제주특별자치도 제주시 원당북로 65 (삼양일동),그루터기
대구,행복울타리,장애인복지시설,053-638-7088,대구 달성군 화원읍 성화로 20,1층
충북,밝은세상요양원,노인복지시설,043-744-9971,충북 영동군 영동읍 오정길 316-3,밝은세상요양원
경북,경상북도장애인종합복지관 영덕분관,장애인복지시설,054-734-7585,경북 영덕군 영덕읍 읍사무소1길 25,.
경북,(의) 안동병원,보건의료,054-840-1563,경북 안동시 앙실로 11 (수상동),.
대구,달서구성서장애인주간보호센터,장애인복지시설,053-583-1844,"대구 달서구 신당로 56 (신당동, 성서주공1단지아파트)",성서주공1단지 내 관리동 3층
대구,한사랑장애인공동생활가정2호,장애인복지시설,053-943-0448,대구 동구 동호로2길 21-1 (동호동),미르빌 301호
경기,한마음주간보호센터,장애인복지시설,031-725-9544,경기 성남시 분당구 야탑로 227 (야탑동),1층
경기,이화실버케어요양원,노인복지시설,031-877-7807,경기 양주시 장흥면 가마골로 246-24,이화실버케어요양원
경북,안동병원 전문요양센터,보건의료,054-851-8200,경북 안동시 뒨지게길 69 (정하동),.
대전,성심요양원,노인복지시설,042-537-9388,대전 서구 계룡로 198 (월평동),월평동
대전,다송노인주간보호센터,노인복지시설,042-636-7711,대전 동구 태전로 151 (삼성동),삼성동
대전,봄빛노인요양원,노인복지시설,042-584-0851,대전 서구 계백로 1284 (정림동),정림동
대전,보문요양원,노인복지시설,042-585-8428,대전 중구 보문산로 179 (문화동),. 
대전,사회적협동조합 민생네트워크 새벽,사회복지분야 법인/단체,042-255-9413,대전 동구 백룡로38번길 21 (자양동),새벽
대전,해피엔젤요양센터,노인복지시설,042-716-0300,대전 대덕구 계족산로81번길 70 (송촌동),4층
대전,송촌요양원,노인복지시설,042-633-9988,대전 대덕구 계족산로81번길 70 (송촌동),8층
대전,하담지역아동센터,아동복지시설,042-586-1503,대전 중구 보문산로333번길 29 (문화동),3층
대전,학교 밖 세상,사회복지분야 법인/단체,042-591-5574,대전 유성구 대학로 195-1 (어은동),203호
대전,대전요양원 주간보호센터,노인복지시설,042-526-9441,대전 서구 조달청길 116 (도마동),도마동
대전,파랑새휴먼지역아동센터,아동복지시설,042-6221-0815,대전 동구 한밭대로1237번길 45-14 (용전동),2층
대전,이삭주간보호센터,장애인복지시설,042-867-3692,대전 유성구 학하복용서로 19 (학하동),3층
대전,장애아전담 성심어린이집,장애인복지시설,042-273-8777,대전 동구 산내로386번길 8-30 (하소동),성심어린이집
대전,예수사랑지역아동센터,아동복지시설,070-7107-1493,대전 대덕구 우암로 409 (비래동),(비래동)
대전,대덕종합사회복지관 노인복지센터,노인복지시설,070-7858-2495,대전 대덕구 덕암로234번길 44 (덕암동),대덕종합사회복지관
대전,하늘사랑노인요양공동생활가정,노인복지시설,042-623-5925,대전 유성구 학하남로99번길 14-18 (학하동),(학하동)
대전,대전충남소비자연맹,사회복지분야 법인/단체,042-863-9982,대전 서구 둔산중로78번길 36 (둔산동),602호
대전,여명실버케어센터,노인복지시설,042-672-2680,대전 대덕구 대전로1032번길 3 (오정동),(오정동)
전남,곡성군장애인생활이동지원센터,장애인복지시설,061-363-7588,전남 곡성군 곡성읍 학교로 87,1층 102호(해든센트럴)
전남,여수시청소년상담복지센터,청소년복지시설,061-663-2000,전남 여수시 고소4길 6-4 (고소동),여수시청소년상담복지센터
전남,한국노인전문요양원,노인복지시설,061-277-1141,전남 목포시 삼학로 280 (용해동),한국노인전문요양원
대구,희망지역아동센터,아동복지시설,053-556-3032,대구 서구 국채보상로36길 26 (중리동),희망지역아동센터
경기,"용인시단기청소년쉼터(남자,푸른꿈)",청소년복지시설,031-276-0770,경기 용인시 수지구 문인로39번길 7 (풍덕천동),용인시단기청소년쉼터
경기,위례원마을노인복지센터,노인복지시설,031-722-2022,경기 성남시 수정구 위례서일로 22 (창곡동),9층
경기,인애요양원2호점,노인복지시설,031-312-0104,경기 시흥시 뱀내장터로 15 (대야동),302호
경기,어르신요양센터,노인복지시설,031-276-7500,경기 용인시 수지구 풍덕천로190번길 25 (풍덕천동),"4,5층"
경기,장호원노인주간보호센터,노인복지시설,031-642-5682,경기 이천시 장호원읍 중원대로 1456,장호원노인주간보호센터
경기,다산하늘센터,장애인복지시설,031-885-7771,경기 여주시 강천면 섬강로 229-1,다산하늘센터
경기,대신지역아동센터,아동복지시설,031-882-8745,경기 여주시 대신면 여양로 1456-3,대신지역아동센터
경기,기쁜어린이집,기타,031-883-0117,경기 여주시 대신면 여양로 1430-15,기쁜어린이집
부산,한우리요양원,노인복지시설,051-208-7500,부산 사하구 원양로 400 (감천동),"9층, 10층 한우리요양원"
경북,영천시니어클럽,노인복지시설,054-706-7114,경북 영천시 금완로 47 (완산동),1층
경북,경북서남부노인보호전문기관,노인복지시설,054-463-1391,경북 김천시 아포읍 아포대로 981-8,.
전북,안디옥노인통합지원센터,노인복지시설,063-255-4993,전북 전주시 덕진구 백제대로 604 (금암동),3층
전북,드림노인복지센터,노인복지시설,063-251-9760,전북 전주시 덕진구 사평2길 15 (덕진동1가),.
제주,사)한국척수장애인협회 제주특별자치도협회,장애인복지시설,064-752-8485,제주특별자치도 제주시 광양4길 32 (이도일동),지하1층
부산,문수노인통합지원센터,노인복지시설,051-711-1244,부산 남구 용호로198번길 50 (용호동),문수노인통합지원센터
경기,환타지아양로원,노인복지시설,031-663-2103,경기 평택시 방여울로 91 (가재동),환타지아양로원
대구,여기서함께센터,장애인복지시설,053-217-9460,대구 동구 동대구로83길 11-1 (신천동),보원덴탈빌딩 4층
경기,동안성노인주간보호센터,노인복지시설,031-674-5682,경기 안성시 일죽면 대화길 87-17,-
경기,꿈나무지역아동센터,아동복지시설,031-322-4481,경기 용인시 처인구 모현읍 충렬로10번길 6,1층
대구,둥지지역아동센터,아동복지시설,053-218-0095,대구 서구 평리로55길 36 (평리동),둥지지역아동센터
충북,가나노인주간보호센터,노인복지시설,043-714-3344,충북 청주시 서원구 모충로44번길 5 (개신동),가나노인주간보호센터
경북,그은혜,장애인복지시설,053-283-0207,경북 경산시 장산로24길 27 (삼남동),.
경기,내음공간,장애인복지시설,031-520-4137,경기 시흥시 장현능곡로 184 (능곡동),602호
경기,경기도 지역사회전환시설 라온,기타,031-542-9500,"경기 포천시 삼육사로 2029 (선단동, 엘리트빌리지)",가동
경기,사회복지법인 대성,사회복지분야 법인/단체,032-610-1256,경기 부천시 부천로 85 (심곡동),3층
경기,광명시아동보호전문기관,아동복지시설,02-897-1577,경기 광명시 금하로 526 (소하동),4층
경기,서호재가노인지원서비스센터,노인복지시설,070-8915-5922,경기 수원시 권선구 구운로4번길 34 (구운동),4층 사무실
경기,이천시여자단기청소년쉼터(나르샤),청소년복지시설,031-631-7305,"경기 이천시 영창로227번길 28 (창전동, 대호2차아파트)",111호
부산,중구노인복지관 분관,노인복지시설,051-462-0316,부산 중구 영주로 8-1 (영주동),중구노인복지관 분관
인천,인향요양원,노인복지시설,032-710-5952,인천 남동구 인주대로 670 (구월동),2층
